coord_sys_code, west_bound_lon, north_bound_lat, east_bound_lon, south_bound_lat
23879,108.0,0.0,114.0,-12.07
23880,114.0,0.0,120.01,-13.06
23881,120.0,0.01,126.01,-13.95
23882,126.0,0.0,132.0,-9.45
23883,132.0,0.0,138.01,-10.06
23884,138.0,0.0,141.46,-10.84
23886,None,None,None,None
23887,98.24,0.0,102.0,-3.57
23888,102.0,0.0,108.0,-7.79
23889,108.0,0.0,114.0,-8.67
23890,114.0,0.0,120.0,-10.15
23891,120.0,0.0,126.0,-10.98
23892,126.0,0.0,132.0,-8.41
23893,132.0,-0.29,138.0,-8.49
23894,138.0,-1.49,141.01,-9.19
23946,92.2,27.14,96.01,15.66
23947,95.99,28.55,102.01,5.63
23948,102.0,18.44,105.64,6.02
24047,97.34,20.46,102.01,5.63
24048,102.0,18.44,105.64,6.02
24100,-78.43,18.58,-76.17,17.64
24200,-78.43,18.58,-76.17,17.64
24305,88.01,26.64,90.0,21.59
24306,90.0,25.29,92.67,20.52
24311,60.86,29.87,66.01,24.98
24312,66.0,36.56,72.01,23.64
24313,72.0,37.07,77.83,28.21
24342,68.13,28.22,72.01,20.64
24343,72.0,35.51,78.01,8.02
24344,78.0,35.5,84.01,8.29
24345,84.0,28.14,90.01,18.18
24346,90.0,29.42,96.01,21.94
24347,96.0,29.47,97.42,27.1
24370,71.18,37.07,77.01,35.58
24371,60.86,35.59,81.64,28.0
24372,61.59,28.01,82.01,21.0
24373,70.14,21.01,87.15,15.0
24374,73.94,15.01,80.4,8.02
24375,88.01,26.64,92.67,20.52
24376,60.86,35.59,77.83,28.0
24377,61.59,28.01,71.91,23.64
24378,70.35,35.51,81.64,28.0
24379,68.13,28.01,82.01,21.0
24380,82.0,29.47,97.42,21.0
24381,70.14,21.01,87.15,15.0
24382,82.0,29.47,101.17,21.0
24383,73.94,15.01,80.4,8.02
24500,103.59,1.47,104.07,1.13
24547,99.59,6.72,102.01,2.29
24548,102.0,7.81,105.82,1.21
24571,99.59,6.72,104.6,1.21
24600,46.54,30.09,48.48,28.53
24718,-73.38,11.62,-71.99,7.02
24719,-72.0,12.25,-66.0,0.73
24720,-66.0,11.23,-59.8,0.64
24817,-80.18,1.45,-78.0,0.0
24818,-78.0,11.62,-71.99,0.0
24819,-72.0,12.68,-66.0,0.73
24820,-66.0,11.23,-59.99,0.64
24821,-60.0,8.58,-56.47,1.18
24877,-81.41,0.0,-78.0,-10.53
24878,-78.0,0.0,-72.0,-45.0
24879,-72.0,-2.14,-66.0,-45.0
24880,-66.0,-9.67,-60.0,-22.87
24881,-60.0,-16.27,-57.52,-20.17
24882,-51.64,5.6,-48.0,-1.05
24891,-81.41,-3.38,-79.0,-8.32
24892,-79.0,-0.03,-73.0,-16.57
24893,-73.0,-2.14,-68.67,-18.39
25000,-3.79,11.16,2.1,1.4
25231,-0.15,11.14,2.42,2.91
25391,116.89,9.32,118.0,7.75
25392,118.0,11.58,120.07,8.82
25393,119.7,19.45,122.21,4.99
25394,121.74,18.58,124.29,6.35
25395,123.73,14.15,126.65,5.5
25700,118.71,-1.88,120.78,-6.54
25828,-16.1,72.44,-11.99,34.93
25829,-12.0,74.13,-6.0,34.91
25830,-6.0,80.53,0.0,35.26
25831,0.0,82.41,6.01,37.0
25832,6.0,83.92,12.0,38.76
25833,12.0,84.01,18.01,46.4
25834,18.0,84.0,24.0,58.84
25835,24.0,84.01,30.0,59.64
25836,30.0,83.89,36.01,61.73
25837,36.0,79.09,39.65,71.27
25838,42.0,41.65,48.0,37.0
25884,19.02,60.0,28.24,53.89
25932,10.53,-5.05,12.37,-6.04
26191,-9.85,35.97,-1.01,31.49
26192,-13.24,31.51,-3.59,27.66
26193,-17.0,27.9,-8.67,21.06
26194,-15.42,27.67,-8.66,24.29
26195,-17.16,24.31,-12.0,20.71
26237,36.44,18.1,43.31,12.36
26331,2.66,6.14,6.0,1.92
26332,6.0,3.68,7.82,2.61
26391,2.69,13.9,6.5,3.57
26392,6.5,13.53,10.51,3.57
26393,10.49,13.72,14.65,6.43
26432,10.53,-4.38,13.1,-6.04
26591,5.94,47.04,12.0,36.53
26592,12.0,47.1,18.99,34.76
26632,9.25,2.32,12.0,0.0
26692,7.03,2.32,12.01,-6.37
26701,-180.0,63.21,-173.99,47.88
26702,-174.0,73.05,-167.99,48.66
26703,-168.0,74.29,-161.99,49.52
26704,-162.0,74.71,-155.99,50.98
26705,-156.0,74.71,-149.99,52.15
26706,-150.0,74.13,-143.99,54.05
26707,-144.0,73.59,-138.0,53.47
26708,-138.0,73.04,-132.0,52.58
26709,-132.0,72.03,-126.0,49.18
26710,-126.0,77.13,-120.0,34.4
26711,-120.0,78.13,-114.0,26.93
26712,-114.0,78.81,-108.0,18.66
26713,-108.0,79.42,-102.0,17.86
26714,-102.0,80.74,-96.0,15.59
26715,-96.0,81.96,-90.0,13.63
26716,-90.01,82.54,-84.0,9.27
26717,-84.0,83.03,-78.0,7.98
26718,-78.0,83.16,-72.0,18.83
26719,-72.0,83.17,-66.0,33.61
26720,-66.0,82.97,-60.0,39.85
26721,-60.0,68.93,-54.0,40.57
26722,-54.0,57.65,-48.0,43.27
26729,-86.79,35.0,-84.89,30.99
26730,-88.48,35.02,-86.3,30.14
26731,-141.0,60.35,-129.99,54.61
26732,-144.01,70.16,-140.98,59.72
26733,-148.0,70.38,-144.0,59.72
26734,-152.01,70.63,-147.99,59.11
26735,-156.0,71.28,-151.86,55.72
26736,-160.0,71.4,-155.99,54.89
26737,-164.01,70.74,-160.0,54.32
26738,-168.26,69.05,-164.0,54.34
26739,-173.16,65.82,-168.0,56.49
26740,172.42,54.34,-164.84,51.3
26741,-124.45,42.01,-119.99,39.59
26742,-124.06,40.16,-119.54,38.02
26743,-123.02,38.71,-117.83,36.73
26744,-122.01,37.58,-115.62,35.78
26745,-121.43,35.81,-114.12,32.76
26746,-118.15,34.08,-114.42,32.53
26747,-118.96,34.83,-117.63,33.66
26748,-111.71,37.01,-109.04,31.33
26749,-113.35,37.01,-110.44,31.33
26750,-114.81,37.0,-112.52,32.05
26751,-94.62,36.5,-89.64,34.67
26752,-94.48,35.1,-90.4,33.01
26753,-109.06,41.01,-102.04,39.56
26754,-109.06,40.09,-102.04,38.14
26755,-109.06,38.68,-102.03,36.98
26756,-73.73,42.05,-71.78,40.98
26757,-75.8,39.85,-74.97,38.44
26758,-82.33,30.83,-79.97,24.41
26759,-83.34,29.6,-81.13,26.27
26760,-87.63,31.01,-82.04,29.21
26766,-83.47,34.68,-80.77,30.36
26767,-85.61,35.01,-82.99,30.62
26768,-113.24,44.75,-111.04,41.99
26769,-115.3,45.7,-112.68,41.99
26770,-117.24,49.01,-114.32,41.99
26771,-89.28,42.5,-87.02,37.06
26772,-91.52,42.51,-88.93,36.98
26773,-86.59,41.77,-84.78,37.95
26774,-88.06,41.77,-86.24,37.77
26775,-96.65,43.51,-90.15,41.85
26776,-96.14,42.04,-90.14,40.37
26777,-102.06,40.01,-94.6,38.51
26778,-102.05,38.87,-94.61,36.98
26779,-85.96,39.15,-82.47,37.71
26780,-89.57,38.17,-81.95,36.49
26781,-94.05,33.03,-90.86,30.85
26782,-93.94,31.07,-87.76,27.82
26783,-70.03,47.47,-66.91,43.88
26784,-71.09,46.58,-69.26,43.04
26785,-79.49,39.73,-74.97,37.97
26786,-73.5,42.89,-69.86,41.46
26787,-70.91,41.51,-69.89,41.19
26791,-97.22,49.38,-89.49,46.64
26792,-96.86,47.48,-92.29,45.28
26793,-96.85,45.59,-91.21,43.49
26794,-89.97,35.01,-88.09,30.01
26795,-91.65,35.01,-89.37,31.0
26796,-91.97,40.61,-89.1,35.98
26797,-93.79,40.61,-91.41,36.48
26798,-95.77,40.59,-93.48,36.48
26799,-118.96,34.83,-117.63,33.66
26801,-84.87,46.04,-82.13,41.69
26802,-87.61,46.11,-84.6,41.75
26803,-90.42,48.32,-83.44,45.09
26811,-90.42,48.32,-83.44,45.08
26812,-87.06,45.92,-82.27,43.8
26813,-87.2,44.22,-82.13,41.69
26814,-70.03,47.47,-66.91,43.88
26815,-71.09,46.58,-69.26,43.04
26819,-97.22,49.38,-89.49,46.64
26820,-96.86,47.48,-92.29,45.28
26821,-96.85,45.59,-91.21,43.49
26822,-104.06,43.01,-95.3,39.99
26823,-81.76,40.64,-77.72,38.76
26824,-82.65,39.17,-79.05,37.2
26825,-70.03,47.47,-66.91,43.88
26826,-71.09,46.58,-69.26,43.04
26830,-97.22,49.38,-89.49,46.64
26831,-96.86,47.48,-92.29,45.28
26832,-96.85,45.59,-91.21,43.49
26833,-104.06,43.01,-95.3,39.99
26834,-81.76,40.64,-77.72,38.76
26835,-82.65,39.17,-79.05,37.2
26836,-70.03,47.47,-66.91,43.88
26837,-71.09,46.58,-69.26,43.04
26841,-97.22,49.38,-89.49,46.64
26842,-96.86,47.48,-92.29,45.28
26843,-96.85,45.59,-91.21,43.49
26844,-104.06,43.01,-95.3,39.99
26845,-81.76,40.64,-77.72,38.76
26846,-82.65,39.17,-79.05,37.2
26847,-70.03,47.47,-66.91,43.88
26848,-71.09,46.58,-69.26,43.04
26849,-97.22,49.38,-89.49,46.64
26850,-96.86,47.48,-92.29,45.28
26851,-96.85,45.59,-91.21,43.49
26852,-104.06,43.01,-95.3,39.99
26853,-81.76,40.64,-77.72,38.76
26854,-82.65,39.17,-79.05,37.2
26855,-70.03,47.47,-66.91,43.88
26856,-71.09,46.58,-69.26,43.04
26857,-97.22,49.38,-89.49,46.64
26858,-96.86,47.48,-92.29,45.28
26859,-96.85,45.59,-91.21,43.49
26860,-104.06,43.01,-95.3,39.99
26861,-81.76,40.64,-77.72,38.76
26862,-82.65,39.17,-79.05,37.2
26863,-70.03,47.47,-66.91,43.88
26864,-71.09,46.58,-69.26,43.04
26865,-97.22,49.38,-89.49,46.64
26866,-96.86,47.48,-92.29,45.28
26867,-96.85,45.59,-91.21,43.49
26868,-104.06,43.01,-95.3,39.99
26869,-81.76,40.64,-77.72,38.76
26870,-82.65,39.17,-79.05,37.2
26891,-83.6,46.0,-81.0,41.67
26892,-82.5,55.21,-79.5,46.0
26893,-85.5,55.59,-82.5,46.0
26894,-88.5,56.7,-85.5,47.17
26895,-91.5,56.9,-88.5,47.97
26896,-94.5,55.2,-91.5,48.06
26897,-95.16,53.24,-94.5,48.69
26898,-54.5,49.71,-52.54,46.56
26899,-57.5,54.71,-54.49,46.81
26901,-180.0,63.21,-173.99,47.88
26902,-174.0,73.05,-167.99,48.66
26903,-168.0,74.29,-161.99,49.52
26904,-162.0,74.71,-155.99,15.57
26905,-156.0,74.71,-149.99,15.56
26906,-150.0,74.13,-143.99,54.05
26907,-144.0,73.59,-137.99,52.05
26908,-138.0,79.42,-132.0,48.06
26909,-132.0,80.93,-126.0,35.38
26910,-126.0,81.8,-119.99,30.54
26911,-120.0,83.5,-114.0,30.88
26912,-114.0,84.0,-108.0,31.33
26913,-108.0,84.0,-102.0,28.98
26914,-102.0,84.0,-96.0,25.83
26915,-96.0,84.0,-90.0,25.61
26916,-90.0,84.0,-84.0,23.97
26917,-84.0,84.0,-78.0,23.81
26918,-78.0,84.0,-72.0,28.28
26919,-72.0,84.0,-66.0,14.92
26920,-66.0,84.0,-60.0,15.63
26921,-60.0,84.0,-54.0,40.57
26922,-54.0,57.65,-48.0,43.27
26923,-48.0,49.18,-47.74,46.46
26929,-86.79,35.0,-84.89,30.99
26930,-88.48,35.02,-86.3,30.14
26931,-141.0,60.35,-129.99,54.61
26932,-144.01,70.16,-140.98,59.72
26933,-148.0,70.38,-144.0,59.72
26934,-152.01,70.63,-147.99,59.11
26935,-156.0,71.28,-151.86,55.72
26936,-160.0,71.4,-155.99,54.89
26937,-164.01,70.74,-160.0,54.32
26938,-168.26,69.05,-164.0,54.34
26939,-173.16,65.82,-168.0,56.49
26940,172.42,54.34,-164.84,51.3
26941,-124.45,42.01,-119.99,39.59
26942,-124.06,40.16,-119.54,38.02
26943,-123.02,38.71,-117.83,36.73
26944,-122.01,37.58,-115.62,35.78
26945,-121.42,35.81,-114.12,32.76
26946,-118.15,34.08,-114.42,32.53
26948,-111.71,37.01,-109.04,31.33
26949,-113.35,37.01,-110.44,31.33
26950,-114.81,37.0,-112.52,32.05
26951,-94.62,36.5,-89.64,34.67
26952,-94.48,35.1,-90.4,33.01
26953,-109.06,41.01,-102.04,39.56
26954,-109.06,40.09,-102.04,38.14
26955,-109.06,38.68,-102.03,36.98
26956,-73.73,42.05,-71.78,40.98
26957,-75.8,39.85,-74.97,38.44
26958,-82.33,30.83,-79.97,24.41
26959,-83.34,29.6,-81.13,26.27
26960,-87.63,31.01,-82.04,29.21
26961,-156.1,20.33,-154.74,18.87
26962,-157.36,21.26,-155.93,20.45
26963,-158.33,21.75,-157.61,21.2
26964,-159.85,22.29,-159.23,21.81
26965,-160.3,22.07,-159.99,21.73
26966,-83.47,34.68,-80.77,30.36
26967,-85.61,35.01,-82.99,30.62
26968,-113.24,44.75,-111.04,41.99
26969,-115.3,45.7,-112.68,41.99
26970,-117.24,49.01,-114.32,41.99
26971,-89.28,42.5,-87.02,37.06
26972,-91.52,42.51,-88.93,36.98
26973,-86.59,41.77,-84.78,37.95
26974,-88.06,41.77,-86.24,37.77
26975,-96.65,43.51,-90.15,41.85
26976,-96.14,42.04,-90.14,40.37
26977,-102.06,40.01,-94.6,38.51
26978,-102.05,38.87,-94.61,36.98
26979,-85.96,39.15,-82.47,37.71
26980,-89.57,38.17,-81.95,36.49
26981,-94.05,33.03,-90.86,30.85
26982,-93.94,31.07,-88.75,28.85
26983,-70.03,47.47,-66.91,43.88
26984,-71.09,46.58,-69.26,43.04
26985,-79.49,39.73,-74.97,37.97
26986,-73.5,42.89,-69.86,41.46
26987,-70.91,41.51,-69.89,41.19
26988,-90.42,48.32,-83.44,45.08
26989,-87.06,45.92,-82.27,43.8
26990,-87.2,44.22,-82.13,41.69
26991,-97.22,49.38,-89.49,46.64
26992,-96.86,47.48,-92.29,45.28
26993,-96.85,45.59,-91.21,43.49
26994,-89.97,35.01,-88.09,30.01
26995,-91.65,35.01,-89.37,31.0
26996,-91.97,40.61,-89.1,35.98
26997,-93.79,40.61,-91.41,36.48
26998,-95.77,40.59,-93.48,36.48
27037,38.79,36.75,42.0,31.14
27038,42.0,37.39,48.0,28.53
27039,50.55,27.05,54.01,22.76
27040,54.0,26.27,57.13,22.63
27120,-60.9,11.41,-60.44,11.08
27200,166.37,-34.1,178.63,-47.33
27205,171.99,-34.1,176.12,-39.01
27206,175.75,-37.22,177.23,-39.13
27207,176.73,-37.49,178.63,-39.04
27208,175.8,-38.87,178.07,-40.57
27209,173.68,-38.4,175.44,-39.78
27210,174.88,-38.87,176.33,-39.55
27211,174.4,-39.46,176.27,-40.97
27212,175.01,-40.29,176.55,-41.67
27213,174.52,-40.91,175.36,-41.5
27214,172.16,-40.44,173.13,-41.22
27215,172.4,-40.66,174.08,-42.18
27216,171.96,-40.75,172.7,-41.49
27217,171.27,-41.42,172.41,-42.19
27218,171.15,-41.5,172.75,-42.74
27219,171.88,-42.09,173.55,-42.95
27220,172.95,-40.85,174.46,-42.65
27221,170.39,-42.41,171.89,-43.23
27222,169.21,-43.0,170.89,-43.85
27223,168.02,-43.67,170.01,-44.4
27224,171.11,-42.69,173.38,-43.96
27225,170.68,-43.13,172.26,-44.25
27226,169.82,-43.35,171.55,-44.98
27227,168.62,-43.71,170.24,-45.4
27228,167.72,-44.29,169.11,-45.58
27229,166.37,-44.53,168.21,-46.33
27230,169.77,-44.61,171.24,-45.82
27231,168.64,-45.23,170.87,-46.73
27232,167.29,-45.33,168.97,-47.33
27258,165.87,-42.59,168.0,-47.65
27259,168.0,-33.89,174.0,-47.64
27260,174.0,-34.24,179.27,-44.13
27291,171.99,-34.1,178.63,-41.67
27292,166.37,-40.44,174.46,-47.33
27391,4.68,63.06,7.23,57.93
27392,7.22,63.87,9.56,57.95
27393,9.55,65.76,11.98,58.84
27394,11.97,69.06,15.06,59.88
27395,15.05,70.19,18.89,66.15
27396,18.88,70.81,22.89,68.33
27397,22.88,71.21,26.98,68.58
27398,26.97,71.17,31.22,69.02
27429,-9.56,42.16,-6.19,36.95
27492,-9.56,42.16,-6.19,36.95
27493,-9.56,42.16,-6.19,36.95
27500,6.84,49.07,8.23,47.42
27561,-4.87,51.14,8.23,48.14
27562,-4.8,48.15,7.63,45.44
27563,-1.79,45.45,7.71,42.33
27564,8.5,43.07,9.63,41.31
27571,-4.87,51.14,8.23,48.14
27572,-4.87,51.14,8.23,42.33
27573,-1.79,45.45,7.71,42.33
27574,8.5,43.07,9.63,41.31
27581,-4.87,51.14,8.23,48.14
27582,-4.87,51.14,8.23,42.33
27583,-1.79,45.45,7.71,42.33
27584,8.5,43.07,9.63,41.31
27591,-4.87,51.14,8.23,48.14
27592,-4.8,48.15,7.63,45.44
27593,-1.79,45.45,7.71,42.33
27594,8.5,43.07,9.63,41.31
27700,-9.2,61.14,2.88,49.75
28191,34.17,33.38,39.31,29.18
28192,34.17,33.38,39.31,29.18
28193,34.17,33.28,35.69,29.45
28232,8.84,3.72,18.65,-6.91
28348,102.14,-8.87,108.01,-34.68
28349,108.0,-10.72,114.01,-37.84
28350,114.0,-12.06,120.01,-38.53
28351,120.0,-10.46,126.01,-38.07
28352,125.99,-9.1,132.0,-37.38
28353,132.0,-8.88,138.01,-40.71
28354,138.0,-9.08,144.01,-48.19
28355,144.0,-9.23,150.01,-50.89
28356,150.0,-13.87,156.0,-58.96
28357,156.0,-14.08,162.01,-60.56
28358,162.0,-25.94,168.0,-59.39
28402,9.93,54.18,12.0,50.21
28403,12.0,54.89,18.0,45.78
28404,19.57,59.44,24.0,47.95
28405,24.0,69.47,30.01,45.18
28406,30.0,70.02,36.0,44.32
28407,36.0,69.23,42.0,41.43
28408,42.0,80.91,48.01,38.84
28409,48.0,81.4,54.0,37.34
28410,54.0,81.91,60.0,37.05
28411,60.0,81.77,66.0,35.14
28412,66.0,77.07,72.0,36.67
28413,72.0,79.71,78.0,36.79
28414,78.0,81.03,84.01,41.04
28415,84.0,81.27,90.0,46.82
28416,90.0,81.35,96.0,49.89
28417,96.0,81.32,102.0,49.73
28418,102.0,79.48,108.0,49.64
28419,108.0,76.81,114.0,49.14
28420,114.0,75.96,120.0,49.51
28421,120.0,74.0,126.0,51.51
28422,126.0,73.61,132.0,42.25
28423,132.0,76.15,138.0,42.63
28424,138.0,76.27,144.0,45.84
28425,144.0,76.82,150.0,43.6
28426,150.0,76.26,156.0,45.77
28427,156.0,77.2,162.0,50.27
28428,162.0,70.03,168.0,54.47
28429,168.0,70.19,174.0,54.45
28430,174.0,71.59,180.0,61.65
28431,-180.0,71.65,-174.0,64.35
28432,-174.0,67.18,-168.97,64.2
28462,9.93,54.18,12.0,50.21
28463,12.0,54.89,18.0,45.78
28464,19.57,59.44,24.0,47.95
28465,24.0,69.47,30.01,45.18
28466,30.0,70.02,36.0,44.32
28467,36.0,69.23,42.0,41.43
28468,42.0,80.91,48.01,38.84
28469,48.0,81.4,54.0,37.34
28470,54.0,81.91,60.0,37.05
28471,60.0,81.77,66.0,35.14
28472,66.0,77.07,72.0,36.67
28473,72.0,79.71,78.0,36.79
28474,78.0,81.03,84.01,41.04
28475,84.0,81.27,90.0,46.82
28476,90.0,81.35,96.0,49.89
28477,96.0,81.32,102.0,49.73
28478,102.0,79.48,108.0,49.64
28479,108.0,76.81,114.0,49.14
28480,114.0,75.96,120.0,49.51
28481,120.0,74.0,126.0,51.51
28482,126.0,73.61,132.0,42.25
28483,132.0,76.15,138.0,42.63
28484,138.0,76.27,144.0,45.84
28485,144.0,76.82,150.0,43.6
28486,150.0,76.26,156.0,45.77
28487,156.0,77.2,162.0,50.27
28488,162.0,70.03,168.0,54.47
28489,168.0,70.19,174.0,54.45
28490,174.0,71.59,180.0,61.65
28491,-180.0,71.65,-174.0,64.35
28492,-174.0,67.18,-168.97,64.2
28600,50.69,26.2,51.68,24.55
28991,3.2,53.7,7.22,50.75
28992,3.2,53.7,7.22,50.75
29100,-74.01,7.04,-25.28,-35.71
29101,-74.01,7.04,-25.28,-35.71
29118,None,None,None,None
29119,None,None,None,None
29120,None,None,None,None
29121,None,None,None,None
29122,-54.0,5.81,-46.65,1.68
29168,-78.0,12.31,-72.0,0.0
29169,-72.0,12.52,-66.0,0.0
29170,-66.0,11.23,-59.99,0.64
29171,-60.0,8.6,-54.0,1.18
29172,-54.0,5.81,-46.65,1.68
29177,None,None,None,None
29178,None,None,None,None
29179,None,None,None,None
29180,None,None,None,None
29181,-60.0,4.51,-53.99,-38.91
29182,-54.0,7.04,-47.99,-35.71
29183,-48.0,0.0,-42.0,-26.3
29184,-42.0,-2.68,-36.0,-22.96
29185,-36.0,-5.15,-30.0,-10.05
29187,-81.41,0.0,-78.0,-10.53
29188,-78.0,0.0,-71.99,-45.0
29189,-72.0,2.15,-65.99,-45.0
29190,-66.0,5.28,-59.99,-45.0
29191,-60.0,4.51,-53.99,-38.91
29192,-54.0,7.04,-47.99,-35.71
29193,-48.0,5.13,-42.0,-33.5
29194,-42.0,0.74,-36.0,-26.35
29195,-36.0,4.19,-29.99,-23.8
29220,-61.55,-50.96,-59.99,-52.33
29221,-60.0,-51.13,-57.6,-52.51
29333,8.24,-17.24,16.46,-30.64
29371,11.66,-17.15,12.0,-18.53
29373,12.0,-16.95,14.01,-21.9
29375,14.0,-17.38,16.0,-28.3
29377,15.99,-17.38,18.01,-28.83
29379,18.0,-17.38,20.0,-28.97
29381,19.99,-17.85,22.0,-22.01
29383,21.99,-17.52,24.0,-18.49
29385,24.0,-17.47,25.27,-18.18
29635,None,None,None,None
29636,None,None,None,None
29700,43.18,-11.89,50.56,-25.64
29701,43.18,-11.89,50.56,-25.64
29702,43.18,-11.89,50.56,-25.64
29738,42.53,-13.0,48.0,-26.59
29739,48.0,-11.69,51.03,-24.21
29849,109.31,7.37,114.0,0.85
29850,114.0,7.67,119.61,1.43
29871,109.31,7.67,119.61,0.85
29872,109.54,7.41,119.33,0.85
29873,109.31,7.67,119.61,0.85
29900,-10.56,55.43,-5.34,51.39
29901,-8.18,55.36,-5.34,53.96
29902,-10.56,55.43,-5.93,51.39
29903,-10.56,55.43,-5.34,51.39
30161,128.17,34.74,130.46,26.96
30162,129.76,33.99,132.05,30.18
30163,130.81,36.38,133.49,33.72
30164,131.95,34.45,134.81,32.69
30165,133.13,35.71,135.47,34.13
30166,134.86,36.33,136.99,33.4
30167,136.22,37.58,137.84,34.51
30168,137.32,38.58,139.91,34.54
30169,138.4,37.98,141.11,29.31
30170,139.49,41.58,142.14,37.73
30171,139.34,43.42,141.46,41.34
30172,140.89,45.54,143.61,42.15
30173,142.61,44.4,145.87,41.87
30174,141.2,27.8,142.33,24.67
30175,126.63,26.91,128.4,26.02
30176,122.83,24.94,125.51,23.98
30177,131.12,26.01,131.38,24.4
30178,136.02,20.48,136.16,20.37
30179,153.91,24.35,154.05,24.22
30200,-62.09,11.51,-60.0,9.83
30339,51.56,24.32,54.01,22.76
30340,53.99,25.34,56.03,22.63
30491,-2.22,37.14,8.64,34.64
30492,-3.85,34.66,9.22,31.49
30493,-2.22,37.14,8.64,34.64
30494,-3.85,34.66,9.22,31.49
30729,-8.67,29.85,-6.0,25.73
30730,-6.0,37.01,0.0,21.82
30731,0.0,38.77,6.01,18.97
30732,6.0,38.8,11.99,19.6
30791,-2.22,37.14,8.64,34.64
30792,-3.85,34.66,9.22,31.49
30800,10.03,69.07,24.17,54.96
31028,-20.22,16.7,-11.36,10.64
31121,-58.08,9.35,-52.66,1.83
31154,-57.25,9.35,-52.66,5.34
31170,-58.08,6.06,-53.95,1.83
31171,-58.08,6.06,-53.95,1.83
31251,9.53,47.61,11.84,46.77
31252,11.83,48.79,14.84,46.4
31253,14.83,49.02,17.17,46.56
31254,9.53,47.61,11.84,46.77
31255,11.83,48.79,14.84,46.4
31256,14.83,49.02,17.17,46.56
31257,9.53,47.61,11.84,46.77
31258,11.83,48.79,14.84,46.4
31259,14.83,49.02,17.17,46.56
31265,13.38,46.88,16.5,42.95
31266,16.5,46.55,19.51,41.79
31267,19.5,46.19,22.51,40.85
31268,22.5,44.7,23.04,41.11
31275,13.38,46.88,16.5,42.95
31276,16.5,46.55,19.51,41.79
31277,19.5,46.19,22.51,40.85
31278,22.5,44.7,23.04,41.11
31279,22.5,44.7,23.04,41.11
31281,9.53,47.61,11.84,46.77
31282,11.83,48.79,14.84,46.4
31283,14.83,49.02,17.17,46.56
31284,9.53,47.61,11.84,46.77
31285,11.83,48.79,14.84,46.4
31286,14.83,49.02,17.17,46.56
31287,9.53,49.02,17.17,46.4
31288,9.53,47.61,11.84,46.77
31289,11.83,48.79,14.84,46.4
31290,14.83,49.02,17.17,46.56
31291,9.53,47.61,11.84,46.77
31292,14.83,49.02,17.17,46.56
31293,11.83,48.79,14.84,46.4
31294,9.53,47.61,11.84,46.77
31295,11.83,48.79,14.84,46.4
31296,14.83,49.02,17.17,46.56
31297,9.53,49.02,17.17,46.4
31300,2.5,51.51,6.4,49.5
31370,2.5,51.51,6.4,49.5
31461,None,None,None,None
31462,5.86,53.81,7.5,49.11
31463,7.5,55.09,10.51,47.27
31464,10.5,54.59,13.51,47.39
31465,13.5,48.98,13.84,48.51
31466,5.86,53.81,7.5,49.11
31467,7.5,55.09,10.51,47.27
31468,10.5,54.59,13.51,47.39
31469,13.5,48.98,13.84,48.51
31528,-15.13,12.68,-12.0,9.01
31529,-12.0,12.51,-7.65,7.19
31600,20.26,48.27,29.74,43.62
31700,20.26,48.27,31.41,43.44
31838,46.54,30.09,48.0,28.53
31839,48.0,30.04,48.48,28.54
31900,47.78,29.45,48.16,29.17
31901,47.78,29.45,48.16,29.17
31965,-120.0,32.72,-114.0,15.01
31966,-114.0,32.27,-108.0,15.09
31967,-108.0,31.79,-102.0,14.05
31968,-102.01,29.81,-96.0,12.3
31969,-96.0,26.0,-90.0,0.0
31970,-90.0,25.77,-83.99,0.0
31971,-84.0,19.54,-78.0,0.0
31972,-78.0,15.04,-72.0,0.0
31973,-72.0,15.64,-66.0,0.0
31974,-66.0,16.75,-59.99,0.64
31975,-60.0,12.19,-54.0,1.18
31976,-54.0,9.24,-47.99,0.0
31977,-84.0,0.0,-78.0,-56.45
31978,-78.0,0.0,-71.99,-59.36
31979,-72.0,2.15,-66.0,-59.87
31980,-66.0,5.28,-60.0,-58.39
31981,-60.0,4.51,-54.0,-44.82
31982,-54.0,7.04,-47.99,-54.18
31983,-48.0,5.13,-42.0,-33.5
31984,-42.0,0.74,-36.0,-26.35
31985,-36.0,4.19,-29.99,-23.8
31986,-84.0,15.51,-78.0,0.9
31987,-78.0,15.04,-72.0,0.0
31988,-72.0,15.64,-66.0,0.0
31989,-66.0,16.75,-60.0,0.0
31990,-60.0,10.7,-54.0,0.0
31991,-54.0,9.24,-48.0,0.0
31992,-84.0,1.45,-75.21,-56.45
31993,-78.0,0.0,-71.99,-59.36
31994,-72.0,0.0,-66.0,-59.87
31995,-66.0,0.0,-60.0,-58.39
31996,-60.0,0.0,-54.0,-44.82
31997,-54.0,0.0,-48.0,-39.95
31998,-48.0,0.0,-42.0,-33.5
31999,-42.0,0.0,-36.0,-26.35
32000,-36.0,0.0,-30.0,-20.11
32001,-116.07,49.01,-104.04,47.41
32002,-116.06,48.26,-104.04,46.17
32003,-114.57,46.87,-104.04,44.35
32005,-104.06,43.01,-96.07,41.68
32006,-104.06,42.01,-95.3,39.99
32007,-117.01,42.0,-114.03,34.99
32008,-118.19,41.0,-114.99,36.0
32009,-120.0,42.0,-116.99,36.95
32010,-72.56,45.31,-70.63,42.69
32011,-75.6,41.36,-73.88,38.87
32012,-105.72,37.0,-102.99,32.0
