coord_sys_code, west_bound_lon, north_bound_lat, east_bound_lon, south_bound_lat
2813,-89.97,35.01,-88.09,30.01
2814,-91.65,35.01,-89.37,31.0
2815,-91.97,40.61,-89.1,35.98
2816,-93.79,40.61,-91.41,36.48
2817,-95.77,40.59,-93.48,36.48
2818,-116.07,49.01,-104.04,44.35
2819,-104.06,43.01,-95.3,39.99
2820,-117.01,42.0,-114.03,34.99
2821,-118.19,41.0,-114.99,36.0
2822,-120.0,42.0,-116.99,36.95
2823,-72.56,45.31,-70.63,42.69
2824,-75.6,41.36,-73.88,38.87
2825,-105.72,37.0,-102.99,32.0
2826,-107.73,37.0,-104.84,31.78
2827,-109.06,37.0,-106.32,31.33
2828,-75.87,45.02,-73.23,40.88
2829,-77.75,44.41,-75.04,41.99
2830,-79.77,43.64,-77.36,41.99
2831,-74.26,41.3,-71.8,40.47
2832,-104.07,49.01,-96.83,47.15
2833,-104.05,47.83,-96.55,45.93
2834,-84.81,42.33,-80.51,40.1
2835,-84.83,40.36,-80.7,38.4
2836,-103.0,37.01,-94.42,35.27
2837,-100.0,35.57,-94.42,33.62
2838,-124.17,46.26,-116.47,43.95
2839,-124.6,44.56,-116.9,41.98
2840,-71.85,42.02,-71.08,41.13
2841,-104.07,45.95,-96.45,44.14
2842,-104.06,44.79,-96.43,42.48
2843,-90.31,36.68,-81.65,34.98
2844,-103.03,36.5,-99.99,34.3
2845,-103.07,34.58,-94.0,31.72
2846,-106.66,32.27,-93.5,29.78
2847,-105.0,30.67,-93.76,27.78
2848,-100.2,28.21,-96.85,25.83
2849,-114.04,42.01,-109.04,40.55
2850,-114.05,41.08,-109.04,38.49
2851,-114.05,38.58,-109.04,36.99
2852,-73.44,45.03,-71.5,42.72
2853,-80.06,39.46,-76.51,37.77
2854,-83.68,38.28,-75.31,36.54
2855,-124.79,49.05,-117.02,47.08
2856,-124.4,47.61,-116.91,45.54
2857,-81.76,40.64,-77.72,38.76
2858,-82.65,39.17,-79.05,37.2
2859,-92.89,47.31,-88.05,45.37
2860,-92.89,45.8,-86.25,43.98
2861,-91.43,44.33,-86.95,42.48
2862,-106.33,45.01,-104.05,40.99
2863,-108.63,45.01,-106.0,40.99
2864,-111.06,45.01,-107.5,40.99
2865,-111.06,44.67,-109.04,40.99
2866,-67.97,18.57,-64.51,17.62
2867,-111.71,37.01,-109.04,31.33
2868,-113.35,37.01,-110.44,31.33
2869,-114.81,37.0,-112.52,32.05
2870,-124.45,42.01,-119.99,39.59
2871,-124.06,40.16,-119.54,38.02
2872,-123.02,38.71,-117.83,36.73
2873,-122.01,37.58,-115.62,35.78
2874,-121.42,35.81,-114.12,32.76
2875,-118.15,34.08,-114.42,32.53
2876,-109.06,41.01,-102.04,39.56
2877,-109.06,40.09,-102.04,38.14
2878,-109.06,38.68,-102.03,36.98
2879,-73.73,42.05,-71.78,40.98
2880,-75.8,39.85,-74.97,38.44
2881,-82.33,30.83,-79.97,24.41
2882,-83.34,29.6,-81.13,26.27
2883,-87.63,31.01,-82.04,29.21
2884,-83.47,34.68,-80.77,30.36
2885,-85.61,35.01,-82.99,30.62
2886,-113.24,44.75,-111.04,41.99
2887,-115.3,45.7,-112.68,41.99
2888,-117.24,49.01,-114.32,41.99
2889,-86.59,41.77,-84.78,37.95
2890,-88.06,41.77,-86.24,37.77
2891,-85.96,39.15,-82.47,37.71
2892,-89.57,38.17,-81.95,36.49
2893,-79.49,39.73,-74.97,37.97
2894,-73.5,42.89,-69.86,41.46
2895,-70.91,41.51,-69.89,41.19
2896,-90.42,48.32,-83.44,45.08
2897,-87.06,45.92,-82.27,43.8
2898,-87.2,44.22,-82.13,41.69
2899,-89.97,35.01,-88.09,30.01
2900,-91.65,35.01,-89.37,31.0
2901,-116.07,49.01,-104.04,44.35
2902,-105.72,37.0,-102.99,32.0
2903,-107.73,37.0,-104.84,31.78
2904,-109.06,37.0,-106.32,31.33
2905,-75.87,45.02,-73.23,40.88
2906,-77.75,44.41,-75.04,41.99
2907,-79.77,43.64,-77.36,41.99
2908,-74.26,41.3,-71.8,40.47
2909,-104.07,49.01,-96.83,47.15
2910,-104.05,47.83,-96.55,45.93
2911,-103.0,37.01,-94.42,35.27
2912,-100.0,35.57,-94.42,33.62
2913,-124.17,46.26,-116.47,43.95
2914,-124.6,44.56,-116.9,41.98
2915,-90.31,36.68,-81.65,34.98
2916,-103.03,36.5,-99.99,34.3
2917,-103.07,34.58,-94.0,31.72
2918,-106.66,32.27,-93.5,29.78
2919,-105.0,30.67,-93.76,27.78
2920,-100.2,28.21,-96.85,25.83
2921,-114.04,42.01,-109.04,40.55
2922,-114.05,41.08,-109.04,38.49
2923,-114.05,38.58,-109.04,36.99
2924,-80.06,39.46,-76.51,37.77
2925,-83.68,38.28,-75.31,36.54
2926,-124.79,49.05,-117.02,47.08
2927,-124.4,47.61,-116.91,45.54
2928,-92.89,47.31,-88.05,45.37
2929,-92.89,45.8,-86.25,43.98
2930,-91.43,44.33,-86.95,42.48
2931,7.81,16.7,14.9,12.8
2932,50.69,26.2,51.68,24.55
2933,116.72,0.0,117.99,-1.24
2934,114.55,4.29,119.06,-4.24
2935,39.99,43.59,43.04,41.37
2936,43.03,43.05,46.04,38.87
2937,46.03,42.1,49.04,38.38
2938,49.03,42.59,51.73,37.89
2939,49.26,51.77,52.27,41.15
2940,52.26,51.79,55.27,41.46
2941,55.26,51.14,58.27,41.26
2942,-17.31,33.15,-16.23,32.35
2943,-16.11,30.21,-15.79,29.98
2944,-57.0,53.76,-54.0,46.6
2945,-60.0,55.38,-57.1,47.5
2946,-63.0,58.92,-60.0,47.16
2947,-66.0,60.52,-63.0,47.95
2948,-69.0,59.0,-66.0,47.31
2949,-72.0,61.8,-69.0,45.01
2950,-75.0,62.53,-72.0,44.98
2951,-78.0,62.65,-75.0,43.63
2952,-81.0,62.45,-78.0,42.26
2953,-69.05,48.07,-63.7,44.56
2954,-64.49,47.09,-61.9,45.9
2955,-120.0,83.5,-114.0,48.99
2956,-114.0,84.0,-108.0,48.99
2957,-108.0,84.0,-102.0,48.99
2958,-84.0,84.0,-78.0,41.67
2959,-78.0,84.0,-72.0,43.63
2960,-72.0,84.0,-66.0,40.8
2961,-66.0,84.0,-60.0,40.04
2962,-60.0,84.0,-54.0,40.57
2963,-9.56,42.16,-6.19,36.95
2964,172.42,71.4,-129.99,51.3
2965,-86.59,41.77,-84.78,37.95
2966,-88.06,41.77,-86.24,37.77
2967,-86.59,41.77,-84.78,37.95
2968,-88.06,41.77,-86.24,37.77
2969,-63.21,18.17,-62.73,17.82
2970,-61.85,16.55,-60.97,15.8
2971,-54.0,5.81,-51.61,3.43
2972,-54.0,8.88,-49.45,2.17
2973,-61.29,14.93,-60.76,14.35
2975,54.0,-18.28,58.24,-24.72
2976,-150.0,-17.41,-149.11,-17.93
2977,-151.91,-16.17,-150.89,-16.96
2978,-140.31,-8.72,-139.44,-9.57
2979,68.69,-48.6,70.62,-49.78
2980,44.98,-12.61,45.35,-13.05
2981,166.98,-20.62,167.52,-21.24
2982,163.92,-20.03,167.09,-22.45
2983,166.44,-20.34,166.71,-20.77
2984,156.25,-14.83,174.28,-26.45
2985,139.44,-66.1,141.5,-66.78
2986,136.0,-65.61,142.0,-67.13
2987,-56.48,47.19,-56.07,46.69
2988,-176.25,-13.16,-176.07,-13.41
2989,-63.66,18.54,-57.52,14.08
2990,55.16,-20.81,55.91,-21.42
2991,-124.6,46.26,-116.47,41.98
2992,-124.6,46.26,-116.47,41.98
2993,-124.6,46.26,-116.47,41.98
2994,-124.6,46.26,-116.47,41.98
2995,167.75,-21.32,168.0,-21.71
2996,167.36,-22.49,167.61,-22.73
2997,163.54,-19.5,163.75,-19.85
2998,166.35,-22.19,166.54,-22.37
2999,43.16,-11.31,43.55,-11.99
3000,114.55,4.29,119.06,-4.24
3001,105.06,-5.83,115.77,-8.91
3002,118.71,-1.88,120.78,-6.54
3003,5.94,47.04,12.0,36.53
3004,12.0,47.1,18.99,34.76
3005,-139.04,60.01,-114.08,48.25
3006,10.03,69.07,24.17,54.96
3007,10.93,60.13,13.11,56.74
3008,12.12,62.28,14.79,55.28
3009,13.54,61.62,16.15,55.95
3010,15.41,62.26,17.63,56.15
3011,17.08,60.7,19.61,58.66
3012,11.93,64.39,15.55,61.55
3013,13.66,65.13,17.01,60.44
3014,14.31,67.19,19.04,62.12
3015,17.18,66.17,20.22,56.86
3016,16.08,69.07,23.28,63.45
3017,19.63,66.43,22.91,65.01
3018,21.85,68.14,24.17,65.49
3019,10.93,59.73,12.91,57.29
3020,11.81,64.39,15.44,55.28
3021,13.66,67.18,17.73,55.95
3022,16.08,68.54,20.22,56.86
3023,18.4,69.07,22.2,63.37
3024,21.34,68.58,24.17,65.24
3025,10.93,59.73,12.91,57.29
3026,11.81,64.39,15.44,55.28
3027,13.66,67.18,17.73,55.95
3028,16.08,68.54,20.22,56.86
3029,18.4,69.07,22.2,63.37
3030,21.34,68.58,24.17,65.24
3031,-180.0,-60.0,180.0,-90.0
3032,45.0,-60.0,160.0,-90.0
3033,45.0,-60.0,160.0,-80.0
3034,-16.1,84.17,40.18,32.88
3035,-16.1,84.17,40.18,32.88
3036,30.21,-11.41,36.0,-27.58
3037,36.0,-10.09,42.0,-27.71
3038,-30.0,65.8,-24.0,25.1
3039,-24.0,66.5,-18.0,27.6
3040,-16.1,72.44,-11.99,34.93
3041,-12.0,74.13,-6.0,34.91
3042,-6.0,80.53,0.0,35.26
3043,3.34,55.92,6.0,50.97
3044,6.0,55.47,12.0,47.27
3045,11.57,55.03,15.04,47.46
3046,18.0,84.0,24.0,58.84
3047,24.0,84.01,30.0,59.64
3048,30.0,83.89,36.01,61.73
3049,36.0,79.09,39.65,71.27
3050,42.0,75.0,48.0,36.95
3051,48.0,75.0,54.0,36.0
3052,-24.66,66.59,-13.38,63.34
3053,-24.66,66.59,-13.38,63.34
3054,-24.66,65.86,-24.0,64.71
3055,-24.0,66.52,-18.0,63.34
3056,-18.0,66.59,-13.38,63.45
3057,-30.87,69.59,-5.55,59.96
3058,-9.17,71.24,-7.87,70.75
3059,19.06,58.09,28.24,55.67
3060,163.92,-20.03,167.09,-22.45
3061,-17.31,33.15,-16.23,32.35
3062,-25.92,37.96,-24.62,36.87
3063,-28.9,39.14,-26.97,38.32
3064,5.94,47.04,12.0,36.53
3065,12.0,47.1,18.99,34.76
3066,34.88,33.38,39.31,29.18
3067,19.08,70.09,31.59,58.84
3068,13.09,52.65,13.76,52.33
3069,-92.89,47.31,-86.25,42.48
3070,-92.89,47.31,-86.25,42.48
3071,-92.89,47.31,-86.25,42.48
3072,-68.58,47.37,-66.91,44.18
3073,-70.03,47.47,-68.33,43.75
3074,-71.09,46.58,-69.61,43.07
3075,-68.58,47.37,-66.91,44.18
3076,-70.03,47.47,-68.33,43.75
3077,-71.09,46.58,-69.61,43.07
3078,-90.42,48.32,-82.13,41.69
3079,-90.42,48.32,-82.13,41.69
3080,-106.66,36.5,-93.5,25.83
3081,-106.66,36.5,-93.5,25.83
3082,-106.66,36.5,-93.5,25.83
3083,-106.66,36.5,-93.5,25.83
3084,-106.66,36.5,-93.5,25.83
3085,-106.66,36.5,-93.5,25.83
3086,-87.63,31.01,-79.97,24.41
3087,-87.63,31.01,-79.97,24.41
3088,-89.57,39.15,-81.95,36.49
3089,-89.57,39.15,-81.95,36.49
3090,-89.57,39.15,-81.95,36.49
3091,-89.57,39.15,-81.95,36.49
3092,123.62,24.94,125.51,23.98
3093,126.63,34.9,132.0,24.4
3094,132.0,37.58,138.0,20.37
3095,138.0,45.54,144.0,24.67
3096,144.0,44.4,145.87,42.84
3097,122.38,29.71,126.0,21.1
3098,126.0,38.63,132.0,21.12
3099,132.0,43.55,138.0,17.09
3100,138.0,46.05,144.0,17.63
3101,144.0,45.65,147.86,23.03
3102,-170.88,-14.11,-169.38,-14.43
3103,-17.08,23.46,-12.0,14.72
3104,-12.0,27.3,-6.0,14.75
3105,-6.0,25.74,-4.8,15.49
3106,88.01,26.64,92.67,18.56
3107,128.99,-25.99,141.01,-38.13
3108,-3.73,50.16,-2.02,49.11
3109,-2.72,49.44,-1.81,48.77
3110,140.96,-33.98,150.04,-39.2
3111,140.96,-33.98,150.04,-39.2
3112,112.85,-9.86,153.69,-43.7
3113,151.19,-24.64,153.69,-29.88
3114,-79.1,2.48,-78.58,1.23
3115,-78.59,10.21,-75.58,0.03
3116,-75.59,11.82,-72.58,-2.51
3117,-72.59,12.52,-69.58,-4.23
3118,-69.59,6.31,-66.87,-2.25
3119,8.45,4.99,10.4,2.16
3120,18.0,52.34,24.15,49.0
3121,116.04,18.64,118.0,6.21
3122,118.0,20.42,120.07,3.02
3123,119.7,21.62,122.21,3.0
3124,121.74,22.18,124.29,3.44
3125,123.73,21.97,126.65,4.76
3126,19.24,60.34,19.5,60.08
3127,19.5,60.48,20.5,59.92
3128,20.5,69.33,21.5,59.84
3129,21.5,69.31,22.5,59.76
3130,22.5,68.74,23.5,59.75
3131,23.5,68.84,24.5,59.86
3132,24.5,68.9,25.5,59.94
3133,25.5,69.94,26.5,60.18
3134,26.5,70.05,27.5,60.36
3135,27.5,70.09,28.5,60.42
3136,28.5,69.81,29.5,60.94
3137,29.5,67.98,30.5,61.43
3138,30.5,64.27,31.59,62.08
3139,178.42,-16.1,-179.77,-17.07
3140,177.19,-17.25,178.75,-18.32
3141,176.81,-16.1,180.0,-19.22
3142,-180.0,-16.1,-179.77,-17.04
3143,176.81,-12.42,-178.15,-20.81
3144,-7.49,62.41,-6.33,61.33
3145,-7.49,62.41,-6.33,61.33
3146,19.2,55.3,19.5,54.32
3147,19.2,55.3,19.5,54.32
3148,102.14,23.33,108.0,8.5
3149,108.0,21.56,109.52,10.42
3150,19.2,55.3,19.5,54.32
3151,19.2,55.3,19.5,54.32
3152,17.75,59.43,18.2,59.22
3153,-139.04,60.01,-114.08,48.25
3154,-141.01,72.53,-138.0,52.05
3155,-138.0,79.42,-132.0,48.06
3156,-132.0,80.93,-126.0,46.52
3157,-126.0,81.8,-120.0,48.13
3158,-102.0,84.0,-96.0,48.99
3159,-96.0,84.0,-90.0,48.03
3160,-90.0,84.0,-84.0,46.11
3161,-95.16,56.9,-74.35,41.67
3162,-95.16,56.9,-74.35,41.67
3163,163.54,-19.5,168.19,-22.73
3164,166.44,-20.34,166.71,-20.77
3165,166.35,-22.19,166.54,-22.37
3166,166.35,-22.19,166.54,-22.37
3167,99.59,6.72,104.6,1.21
3168,99.59,6.72,104.6,1.21
3169,156.25,-15.34,162.01,-26.03
3170,162.0,-14.83,168.0,-26.45
3171,168.0,-19.75,174.28,-25.95
3172,168.0,-21.35,168.19,-21.71
3173,-7.49,62.41,-6.33,61.33
3174,-93.17,50.74,-74.47,40.99
3175,-93.17,52.22,-54.75,40.99
3176,106.54,11.15,110.0,7.99
3177,9.31,35.23,26.21,19.5
3178,-75.0,79.04,-72.0,74.52
3179,-72.0,80.9,-66.0,73.24
3180,-66.0,82.22,-60.0,68.92
3181,-60.0,84.0,-54.0,58.91
3182,-54.0,84.0,-48.0,56.9
3183,-48.0,84.0,-42.0,56.38
3184,-42.0,84.0,-36.0,56.56
3185,-36.0,84.0,-30.0,60.16
3186,-30.0,84.0,-24.0,64.96
3187,-24.0,84.0,-18.0,67.7
3188,-18.0,84.0,-12.0,68.67
3189,-12.0,84.0,-6.0,72.43
3190,9.31,30.49,10.01,25.37
3191,10.0,33.23,12.0,23.51
3192,12.0,33.06,14.0,22.8
3193,14.0,32.79,16.0,22.61
3194,16.0,31.34,18.01,22.51
3195,18.0,32.17,20.0,21.54
3196,20.0,33.0,22.0,20.54
3197,22.0,32.97,24.0,19.5
3198,24.0,32.15,25.21,19.99
3199,9.31,33.92,12.0,23.51
3200,47.13,33.22,53.61,26.74
3201,12.0,35.23,18.0,22.51
3202,18.0,35.03,24.01,19.5
3203,24.0,33.6,26.21,19.99
3204,-72.0,-60.0,-60.0,-64.0
3205,-60.0,-60.0,-48.0,-64.0
3206,-48.0,-60.0,-36.0,-64.0
3207,-180.0,-64.0,-168.0,-68.0
3208,-72.0,-64.0,-60.0,-68.0
3209,-60.0,-64.0,-48.0,-68.0
3210,36.0,-64.0,48.0,-68.0
3211,48.0,-64.0,60.0,-68.0
3212,60.0,-64.0,72.0,-68.0
3213,72.0,-64.0,84.0,-68.0
3214,84.0,-64.0,96.0,-68.0
3215,96.0,-64.0,108.0,-68.0
3216,108.0,-64.0,120.0,-68.0
3217,120.0,-64.0,132.0,-68.0
3218,132.0,-64.0,144.0,-68.0
3219,144.0,-64.0,156.0,-68.0
3220,156.0,-64.0,168.0,-68.0
3221,-108.0,-68.0,-96.0,-72.0
3222,-96.0,-68.0,-84.0,-72.0
3223,-84.0,-68.0,-72.0,-72.0
3224,-72.0,-68.0,-60.0,-72.0
3225,-24.0,-68.0,-12.0,-72.0
3226,-12.0,-68.0,0.0,-72.0
3227,0.0,-68.0,12.0,-72.0
3228,12.0,-68.0,24.0,-72.0
3229,24.0,-68.0,36.0,-72.0
3230,36.0,-68.0,48.0,-72.0
3231,48.0,-68.0,60.0,-72.0
3232,60.0,-68.0,72.0,-72.0
3233,72.0,-68.0,84.0,-72.0
3234,84.0,-68.0,96.0,-72.0
3235,96.0,-68.0,108.0,-72.0
3236,108.0,-68.0,120.0,-72.0
3237,120.0,-68.0,132.0,-72.0
3238,132.0,-68.0,144.0,-72.0
3239,144.0,-68.0,156.0,-72.0
3240,156.0,-68.0,168.0,-72.0
3241,168.0,-68.0,180.0,-72.0
3242,-162.0,-72.0,-144.0,-76.0
3243,-144.0,-72.0,-126.0,-76.0
3244,-126.0,-72.0,-108.0,-76.0
3245,-108.0,-72.0,-90.0,-76.0
3246,-90.0,-72.0,-72.0,-76.0
3247,-72.0,-72.0,-54.0,-76.0
3248,-36.0,-72.0,-18.0,-76.0
3249,-18.0,-72.0,0.0,-76.0
3250,0.0,-72.0,18.0,-76.0
3251,18.0,-72.0,36.0,-76.0
3252,36.0,-72.0,54.0,-76.0
3253,54.0,-72.0,72.0,-76.0
3254,72.0,-72.0,90.0,-76.0
3255,90.0,-72.0,108.0,-76.0
3256,108.0,-72.0,126.0,-76.0
3257,126.0,-72.0,144.0,-76.0
3258,144.0,-72.0,162.0,-76.0
3259,162.0,-72.0,180.0,-76.0
3260,-180.0,-76.0,-156.0,-80.0
3261,-156.0,-76.0,-132.0,-80.0
3262,-132.0,-76.0,-108.0,-80.0
3263,-108.0,-76.0,-84.0,-80.0
3264,-84.0,-76.0,-60.0,-80.0
3265,-60.0,-76.0,-36.0,-80.0
3266,-36.0,-76.0,-12.0,-80.0
3267,-12.0,-76.0,12.0,-80.0
3268,12.0,-76.0,36.0,-80.0
3269,36.0,-76.0,60.0,-80.0
3270,60.0,-76.0,84.0,-80.0
3271,84.0,-76.0,108.0,-80.0
3272,108.0,-76.0,132.0,-80.0
3273,132.0,-76.0,156.0,-80.0
3274,156.0,-76.0,180.0,-80.0
3275,-180.0,-80.0,-150.0,-84.0
3276,-150.0,-80.0,-120.0,-84.0
3277,-120.0,-80.0,-90.0,-84.0
3278,-90.0,-80.0,-60.0,-84.0
3279,-60.0,-80.0,-30.0,-84.0
3280,-30.0,-80.0,0.0,-84.0
3281,0.0,-80.0,30.0,-84.0
3282,30.0,-80.0,60.0,-84.0
3283,60.0,-80.0,90.0,-84.0
3284,90.0,-80.0,120.0,-84.0
3285,120.0,-80.0,150.0,-84.0
3286,150.0,-80.0,180.0,-84.0
3287,-180.0,-84.0,-120.0,-88.0
3288,-120.0,-84.0,-60.0,-88.0
3289,-60.0,-84.0,0.0,-88.0
3290,0.0,-84.0,60.0,-88.0
3291,60.0,-84.0,120.0,-88.0
3292,120.0,-84.0,180.0,-88.0
3293,-180.0,-88.0,180.0,-90.0
3294,149.83,-68.6,174.01,-80.0
3295,137.99,9.69,138.27,9.39
3296,-158.13,-12.5,-150.0,-26.7
3297,-150.0,-7.29,-144.0,-31.2
3298,-144.0,-4.52,-138.0,-31.24
3299,-138.0,-5.52,-131.97,-26.58
3300,21.74,59.75,28.2,57.52
3301,20.37,60.0,28.2,57.52
3302,-139.23,-9.64,-138.75,-10.08
3303,-138.75,-10.36,-138.54,-10.6
3304,-149.7,-17.44,-149.09,-17.93
3305,-150.0,-17.41,-149.73,-17.63
3306,-152.39,-16.34,-152.14,-16.57
3307,51.8,28.2,53.01,27.3
3308,140.99,-28.15,153.69,-37.53
3309,-124.45,42.01,-114.12,32.53
3310,-124.45,42.01,-114.12,32.53
3311,-124.45,42.01,-114.12,32.53
3312,-54.45,5.69,-54.0,4.84
3313,-54.61,5.69,-54.0,2.11
3314,21.74,-4.99,30.78,-13.46
3315,21.74,-4.99,30.78,-13.46
3316,21.0,-5.31,23.0,-7.31
3317,23.0,-5.01,25.0,-6.99
3318,12.17,-4.67,13.01,-6.04
3319,13.0,-4.28,15.01,-5.91
3320,15.0,-3.29,17.0,-5.87
3321,17.0,-3.4,19.0,-5.38
3322,19.0,-4.01,21.0,-7.29
3323,21.0,-5.31,23.0,-7.31
3324,23.0,-5.01,25.0,-6.99
3325,25.0,-4.23,27.0,-7.26
3326,27.0,-4.24,29.0,-7.36
3327,29.0,-4.34,29.64,-6.04
3328,14.14,54.89,24.15,49.0
3329,13.5,54.72,16.5,46.54
3330,16.5,54.89,19.5,40.14
3331,19.5,54.51,22.5,39.64
3332,22.5,54.41,25.5,41.24
3333,12.0,54.89,18.0,45.78
3334,18.0,54.89,24.0,39.64
3335,24.0,50.93,29.74,41.24
3336,68.69,-48.6,70.62,-49.78
3337,57.25,-19.94,57.85,-20.57
3338,172.42,71.4,-129.99,51.3
3339,12.17,-4.67,13.01,-6.04
3340,13.0,-4.28,15.01,-5.91
3341,14.99,-4.42,16.28,-5.87
3342,12.17,-4.28,16.28,-6.04
3343,-18.0,23.46,-12.0,14.72
3344,-12.0,27.3,-6.0,14.75
3345,-6.0,25.74,-4.8,15.49
3346,19.02,56.45,26.82,53.89
3347,-141.01,86.46,-47.74,40.04
3348,-141.01,86.46,-47.74,40.04
3349,98.69,66.67,-68.0,-60.0
3350,19.57,59.27,23.45,54.17
3351,23.45,59.72,26.45,53.89
3352,26.45,59.61,28.24,55.15
3353,10.53,-4.38,13.1,-6.04
3354,10.53,-5.05,12.37,-6.04
3355,32.34,30.01,34.27,27.19
3356,-81.46,19.41,-81.04,19.21
3357,-80.14,19.78,-79.69,19.63
3358,-84.33,36.59,-75.38,33.83
3359,-84.33,36.59,-75.38,33.83
3360,-83.36,35.21,-78.52,32.05
3361,-83.36,35.21,-78.52,32.05
3362,-80.53,42.53,-74.7,40.6
3363,-80.53,42.53,-74.7,40.6
3364,-80.53,41.18,-74.72,39.71
3365,-80.53,41.18,-74.72,39.71
3366,113.76,22.58,114.51,22.13
3367,-17.08,23.46,-12.0,14.72
3368,-12.0,27.3,-6.0,14.75
3369,-6.0,25.74,-4.8,15.49
3370,167.65,56.28,174.01,49.01
3371,174.0,56.67,180.0,47.92
3372,167.65,56.28,174.01,49.01
3373,174.0,56.67,180.0,47.92
3374,-7.49,62.41,-6.33,61.33
3375,98.02,7.81,105.82,1.13
3376,109.31,7.67,119.61,0.85
3377,102.44,2.95,104.6,1.21
3378,101.7,3.28,102.71,2.03
3379,101.33,4.78,103.67,2.45
3380,100.76,3.87,101.97,2.54
3381,102.38,5.9,103.72,3.89
3382,100.12,5.59,100.56,5.12
3383,99.59,6.72,101.12,5.08
3384,100.07,5.92,102.0,3.66
3385,101.33,6.29,102.67,4.54
3386,19.24,60.34,19.5,60.08
3387,31.5,63.0,31.59,62.83
3388,46.95,46.97,53.93,37.35
3389,178.5,71.65,-178.5,62.24
3390,178.5,71.65,-178.5,62.24
3391,38.79,36.75,42.0,31.14
3392,42.0,37.39,48.0,29.06
3393,48.0,31.0,48.61,29.87
3394,38.79,37.39,51.06,29.06
3395,-180.0,84.0,180.0,-80.0
3396,9.92,51.56,10.5,50.35
3397,10.5,51.64,12.56,50.2
3398,11.89,51.66,13.51,50.2
3399,13.5,51.58,15.04,50.62
3400,-120.0,60.0,-109.98,48.99
3401,-120.0,60.0,-109.98,48.99
3402,-120.0,60.0,-109.98,48.99
3403,-120.0,60.0,-109.98,48.99
3404,-84.33,36.59,-75.38,33.83
3405,102.14,23.33,108.0,8.5
3406,108.0,21.56,109.52,10.42
3407,113.76,22.58,114.51,22.13
3408,-180.0,90.0,180.0,0.0
3409,-180.0,0.0,180.0,-90.0
3410,-180.0,86.0,180.0,-86.0
3411,-180.0,90.0,180.0,60.0
3412,-180.0,-60.0,180.0,-90.0
3413,-180.0,90.0,180.0,60.0
3414,103.59,1.47,104.07,1.13
3415,110.13,22.89,116.76,18.31
3416,9.53,49.02,17.17,46.4
3417,-96.65,43.51,-90.15,41.85
3418,-96.14,42.04,-90.14,40.37
3419,-102.06,40.01,-94.6,38.51
3420,-102.05,38.87,-94.61,36.98
3421,-117.01,42.0,-114.03,34.99
3422,-118.19,41.0,-114.99,36.0
3423,-120.0,42.0,-116.99,36.95
3424,-75.6,41.36,-73.88,38.87
3425,-96.65,43.51,-90.15,41.85
3426,-96.14,42.04,-90.14,40.37
3427,-102.06,40.01,-94.6,38.51
3428,-102.05,38.87,-94.61,36.98
3429,-117.01,42.0,-114.03,34.99
3430,-118.19,41.0,-114.99,36.0
3431,-120.0,42.0,-116.99,36.95
3432,-75.6,41.36,-73.88,38.87
3433,-94.62,36.5,-89.64,34.67
3434,-94.48,35.1,-90.4,33.01
3435,-89.28,42.5,-87.02,37.06
3436,-91.52,42.51,-88.93,36.98
3437,-72.56,45.31,-70.63,42.69
3438,-71.85,42.02,-71.08,41.13
3439,51.99,19.67,54.0,16.59
3440,54.0,26.58,59.91,16.89
3441,-94.62,36.5,-89.64,34.67
3442,-94.48,35.1,-90.4,33.01
3443,-89.28,42.5,-87.02,37.06
3444,-91.52,42.51,-88.93,36.98
3445,-72.56,45.31,-70.63,42.69
3446,-71.85,42.02,-71.08,41.13
3447,2.5,51.51,6.4,49.5
3448,-78.43,18.58,-76.17,17.64
3449,-80.6,19.36,-77.99,14.16
3450,-78.0,19.2,-74.51,14.08
3451,-94.05,33.03,-90.86,30.85
3452,-93.94,31.07,-88.75,28.85
3453,-94.05,33.03,-88.75,28.85
3454,-104.07,45.95,-96.45,44.14
3455,-104.06,44.79,-96.43,42.48
3456,-94.05,33.03,-90.86,30.85
3457,-93.94,31.07,-88.75,28.85
3458,-104.07,45.95,-96.45,44.14
3459,-104.06,44.79,-96.43,42.48
3460,176.81,-12.42,-178.15,-20.81
3461,-15.13,12.68,-12.0,9.01
3462,-12.0,12.51,-7.65,7.19
3463,-70.03,47.47,-68.33,43.75
3464,-70.03,47.47,-68.33,43.75
3465,-86.79,35.0,-84.89,30.99
3466,-88.48,35.02,-86.3,30.14
3467,172.42,71.4,-129.99,51.3
3468,-141.0,60.35,-129.99,54.61
3469,-144.01,70.16,-140.98,59.72
3470,-148.0,70.38,-144.0,59.72
3471,-152.01,70.63,-147.99,59.11
3472,-156.0,71.28,-151.86,55.72
3473,-160.0,71.4,-155.99,54.89
3474,-164.01,70.74,-160.0,54.32
3475,-168.26,69.05,-164.0,54.34
3476,-173.16,65.82,-168.0,56.49
3477,172.42,54.34,-164.84,51.3
3478,-113.35,37.01,-110.44,31.33
3479,-113.35,37.01,-110.44,31.33
3480,-111.71,37.01,-109.04,31.33
3481,-111.71,37.01,-109.04,31.33
3482,-114.81,37.0,-112.52,32.05
3483,-114.81,37.0,-112.52,32.05
3484,-94.62,36.5,-89.64,34.67
3485,-94.62,36.5,-89.64,34.67
3486,-94.48,35.1,-90.4,33.01
3487,-94.48,35.1,-90.4,33.01
3488,-124.45,42.01,-114.12,32.53
